,h_id,r_id,t_id,predicted_head,rank_filtered_anyburl,rank_filtered_kge,rank_filtered_kge_0,rank_filtered_kge_1,rank_filtered_kge_2,rank_filtered_kge_3,rank_filtered_kge_4,difference_psi,better_predicted_by_anyburl_t20,similar_triples
1548,10646,10,1950,False,38.0,29,35,26,22,30,31,1.0,0,7
1549,10646,10,1950,True,310.0,237,379,105,68,158,474,0.9999999986256608,0,24
1550,6466,2,5,False,1.0,2,1,2,1,2,2,1.037946243663335,0,5
1551,6466,2,5,True,62.0,883,578,447,892,1021,1478,1.5894564279784424,1,3746
1552,7671,3,5482,False,1.0,21,17,21,18,35,12,1.8626342434586889,1,1
1553,7671,3,5482,True,196.0,1594,674,1294,1219,4160,625,1.862553107419305,1,10
1554,15549,2,21,False,5.0,7,7,8,6,6,7,1.223662670809951,1,7
1555,15549,2,21,True,8654.0,1394,1451,1647,1385,1217,1270,0.3552919943148171,-1,1252
1556,8485,2,25,False,1.0,3,3,2,3,5,3,2.632712182900094,1,3
1557,8485,2,25,True,2.0,1626,1121,1460,1915,2295,1337,2.506526524727733,1,1758
1558,8613,15,1191,False,28.0,78,65,10,63,146,105,1.000015097539665,0,2
1559,8613,15,1191,True,545.0,1628,773,73,1193,5148,955,1.6001333333364376,1,11
1560,9802,1,3812,False,7.0,7,8,5,9,7,7,1.0,0,5
1561,9802,1,3812,True,26.0,141,63,61,404,68,108,1.008609207549513,0,100
1562,7444,8,908,False,1.0,8,1,2,7,27,2,2.560827823225082,1,0
1564,10867,0,10460,False,2444.0,2315,1379,4020,1396,1720,3061,0.9999999999999992,0,12
1565,10867,0,10460,True,151.0,590,266,964,289,523,907,1.000000003636486,0,2
1566,2458,0,12605,False,2973.0,3126,6010,4338,2104,1911,1267,1.000010567873306,0,12
1567,2458,0,12605,True,534.0,738,1989,1082,227,262,129,1.0000099994999851,0,2
1568,10976,8,3064,False,5.0,17,13,34,23,12,5,1.0000000012314654,0,0
1570,1623,10,1399,False,1.0,3,3,3,2,3,5,2.444859813084112,1,6
1571,1623,10,1399,True,325.0,1633,2113,1959,1637,433,2023,2.140524495133548,1,677
1572,10446,0,2198,False,675.0,21,5,54,26,5,17,0.1639413057092652,-1,4
1573,10446,0,2198,True,456.0,7,1,19,7,1,5,0.0846188939068104,-1,4
1574,12900,4,3106,False,41.0,24,13,14,25,21,46,0.7203584176191093,-1,3
1575,12900,4,3106,True,294.0,355,46,73,230,304,1122,1.0000047099211848,0,12
1576,16891,3,31,False,1.0,1,1,1,1,1,1,1.0,0,0
1577,16891,3,31,True,11.0,560,356,561,322,1006,557,1.243755056164664,1,4666
1578,14029,2,158,False,4.0,5,3,4,6,5,8,1.095621652063442,0,2
1579,14029,2,158,True,2643.0,572,174,382,800,438,1068,0.6918643579764759,-1,268
1580,10665,4,12010,False,9.0,1,1,1,1,2,1,0.9411357750632026,0,0
1581,10665,4,12010,True,506.0,22,24,33,15,26,10,0.7865080296435372,-1,13
1582,6250,5,6377,False,21.0,9,5,2,18,15,6,0.999999999999976,0,0
1583,6250,5,6377,True,2564.0,1032,410,113,3369,633,636,0.9999999809063989,0,16
1584,462,2,422,False,2.0,1,1,1,1,1,1,0.8264093567251461,0,6
1585,462,2,422,True,269.0,20,32,7,29,26,5,0.8148112298596724,0,1002
1586,16646,2,83,False,1.0,1,1,1,1,1,1,1.0,0,4
1588,10350,14,649,False,5.0,3,3,3,3,3,4,0.9829776026970014,0,0
1589,10350,14,649,True,157.0,180,141,126,58,310,266,1.000000002634737,0,75
1590,13668,25,1182,False,1.0,1,1,1,1,1,1,1.0,0,0
1591,13668,25,1182,True,115.0,91,38,65,82,125,145,1.0,0,155
1592,7409,2,141,False,4.0,1,2,1,1,1,1,0.703669898449015,-1,2
1593,7409,2,141,True,3690.0,999,1308,753,1037,697,1199,0.4948738564669304,-1,1524
1594,14527,2,278,False,3.0,4,4,4,3,4,3,1.0254264563887996,0,9
1595,14527,2,278,True,2983.0,2088,4005,1857,850,3214,513,0.8895607529943509,0,4431
1596,5722,3,87,False,1.0,1,1,1,1,1,1,1.0,0,1
1597,5722,3,87,True,2708.0,495,571,354,491,442,617,0.5905699696181861,-1,1659
1598,3508,2,7,False,1.0,2,3,2,2,1,2,1.1288389513108614,0,2
1600,14750,1,4006,False,1.0,1,1,1,1,1,1,1.0,0,0
1601,14750,1,4006,True,3.0,1,1,1,1,1,1,0.9999610627706662,0,18
1602,13742,10,3927,False,3.0,5,3,5,6,4,5,1.1403500781364575,0,3
1603,13742,10,3927,True,364.0,280,185,293,425,138,361,0.9999653103626092,0,176
1604,3111,11,344,False,1.0,1,1,1,1,1,1,1.0,0,0
1605,3111,11,344,True,54.0,22,21,11,23,19,38,0.9999554437263304,0,1206
1606,14687,2,224,False,3.0,1,1,1,1,1,1,0.6798706573854314,-1,12
1607,14687,2,224,True,221.0,130,91,125,166,94,172,0.9999503509120838,0,908
1608,6149,15,170,False,10.0,2,2,1,1,3,2,0.3833272104541546,-1,4
1609,6149,15,170,True,2413.0,299,391,53,416,476,157,0.3727163221760109,-1,140
1610,15455,3,87,False,1.0,1,1,1,1,1,1,1.0,0,0
1611,15455,3,87,True,881.0,48,38,30,47,82,43,0.8747682356413999,0,1659
1612,7571,1,9965,False,11.0,1,1,1,3,1,1,0.4930862579921619,-1,2
1613,7571,1,9965,True,14.0,11,4,1,43,4,2,0.9999975521377809,0,29
1614,6733,1,3683,False,10.0,3,4,3,3,3,2,0.8333414535119774,0,5
1615,6733,1,3683,True,71.0,44,44,35,48,41,52,0.5833128834406002,-1,58
1616,9443,2,291,False,1.0,1,1,1,1,1,1,1.0,0,3
1617,9443,2,291,True,145.0,56,63,18,55,85,58,0.9999836538614156,0,521
1618,6532,2,25,False,8.0,2,2,1,3,4,2,0.4691783525058322,-1,3
1619,6532,2,25,True,7538.0,1636,1553,1105,1092,2491,1940,0.308494513389166,-1,1758
1620,2643,2,4600,False,76.0,58,18,106,22,72,71,0.9999916055887093,0,6
1621,2643,2,4600,True,4488.0,4610,592,8865,2138,5833,5622,1.000046056583647,0,138
1622,13033,4,5844,False,3.0,5,3,11,5,4,2,1.0000000000463591,0,0
1624,9986,2,158,False,10.0,5,4,7,8,4,4,0.88813092922308,0,6
1625,9986,2,158,True,799.0,304,266,323,378,417,136,0.9212253496550232,0,268
1626,9791,2,5,False,1.0,1,1,1,1,1,1,1.0,0,5
1627,9791,2,5,True,2.0,134,114,393,76,29,60,1.021045232145655,0,3746
1628,12057,2,826,False,6.0,7,6,9,7,5,8,1.1508951406649617,0,3
1629,12057,2,826,True,445.0,454,112,740,288,310,821,1.0000070165157977,0,320
1630,4685,7,31,False,1.0,2,2,1,3,1,1,1.1938948558507632,0,22
1631,4685,7,31,True,1.0,5,3,2,9,8,2,1.1677958699856994,0,149
1632,6668,11,168,False,1.0,1,1,1,1,1,1,1.0,0,0
1633,6668,11,168,True,198.0,11,3,17,7,20,7,0.8611620795107033,0,2346
1634,666,3,31,False,1.0,1,1,1,1,1,1,1.0,0,0
1635,666,3,31,True,80.0,5,15,4,2,3,3,0.8988228052627529,0,4666
1636,847,1,2228,False,1.0,1,1,1,1,1,1,1.0,0,25
1637,847,1,2228,True,2.0,5,3,9,3,6,2,1.006968686868687,0,171
1638,2585,2,5,False,1.0,1,1,1,1,1,1,1.0,0,0
1639,2585,2,5,True,1783.0,93,72,29,10,59,295,0.4784284553383305,-1,3746
1640,211,14,49,False,1.0,1,1,1,1,1,1,1.0,0,0
1641,211,14,49,True,87.0,26,36,15,13,35,31,0.9999553689248932,0,1016
1642,12476,2,493,False,27.0,2,2,2,1,2,2,0.9216747299750562,0,5
1643,12476,2,493,True,2085.0,37,37,48,14,37,51,0.7478416903882958,-1,330
1644,11512,1,4442,False,102.0,72,43,36,62,114,103,0.9999959288236236,0,1
1645,11512,1,4442,True,466.0,4367,2850,2935,2746,8158,5146,7.557792307692308,1,9
1646,13268,24,13430,False,8.0,4,5,5,6,4,2,0.9999999999999932,0,0
1647,13268,24,13430,True,188.0,541,481,480,1101,251,391,2.1304672467763703,1,13
1648,7092,17,265,False,10.0,11,21,10,6,13,4,1.3151261195838788,1,4
1649,7092,17,265,True,73.0,1005,2598,577,266,1390,196,1.4552736939748965,1,87
1650,13619,2,278,False,9.0,10,7,12,6,10,14,1.2640473172792566,1,10
1651,13619,2,278,True,4395.0,5602,3262,7157,2901,5476,9216,1.310866922517924,1,4431
1652,10642,7,1695,False,1.0,1,1,1,1,1,1,1.0,0,4
1653,10642,7,1695,True,1.0,2,1,3,4,1,3,1.111407574901074,0,40
1654,1122,2,493,False,10.0,12,9,9,19,13,11,1.0000000003652747,0,6
1655,1122,2,493,True,957.0,1325,1278,995,1983,1353,1018,1.0000877266858743,0,330
1656,12869,2,701,False,9.0,2,2,2,2,3,1,0.5674063428311305,-1,2
1657,12869,2,701,True,1323.0,832,987,564,843,1431,334,0.8217938206341375,0,1001
1658,10984,14,49,False,1.0,1,1,1,1,1,1,1.0,0,2
1659,10984,14,49,True,5953.0,976,1607,692,984,1319,277,0.4543022829415206,-1,1016
1660,3971,2,1516,False,21.0,2,1,3,2,2,2,0.4195035388592933,-1,2
1661,3971,2,1516,True,892.0,55,49,66,78,35,49,0.7654003370242919,-1,220
1662,413,2,1036,False,61.0,91,181,72,55,54,92,1.0000000050380038,0,5
1663,413,2,1036,True,6617.0,4174,9319,3636,1308,2414,4192,0.704067374753717,-1,83
1664,3020,19,3896,False,1.0,1,1,1,1,1,1,1.0,0,0
1665,3020,19,3896,True,2.0,1,1,1,1,1,1,0.999925547770496,0,146
1666,11489,3,1851,False,27.0,73,49,199,32,53,32,1.4662800754966396,1,0
1667,11489,3,1851,True,169.0,1636,1965,3729,551,1288,646,1.4664464203731244,1,3
1668,16952,3,259,False,2.0,1,1,1,1,1,1,0.6010196542915092,-1,0
1669,16952,3,259,True,1874.0,4,3,9,1,4,4,0.4648672464245335,-1,155
1670,2823,14,6679,False,5.0,9,13,8,10,9,6,1.0000000007745533,0,15
1671,2823,14,6679,True,285.0,93,249,18,84,64,48,0.9999807827718814,0,108
1672,5713,22,4272,False,214.0,282,18,715,116,476,86,2.131523485452766,1,0
1674,7615,3,909,False,60.0,22,9,21,37,10,34,0.6550072860615485,-1,2
1675,7615,3,909,True,4635.0,1408,157,1351,2358,268,2905,0.5888170770901858,-1,20
1676,11537,2,286,False,5.0,6,9,4,3,10,2,1.0000766102180374,0,7
1677,11537,2,286,True,696.0,3946,6956,2801,2649,5604,1722,1.6957397383918953,1,2308
1678,5346,2,100,False,35.0,123,132,75,197,129,80,1.6598862315672571,1,3
1679,5346,2,100,True,1354.0,7358,6774,6058,10900,9065,3992,30.736614116157632,1,118
1680,10550,10,1234,False,2.0,1,1,1,1,2,2,0.7039477698456281,-1,2
1681,10550,10,1234,True,290.0,88,78,31,76,157,97,0.9999728743301082,0,230
1682,1981,7,1852,False,1.0,2,2,3,1,1,1,1.19290943314978,0,83
1683,1981,7,1852,True,1.0,1,1,1,1,1,1,1.0,0,78
1684,12063,3,31,False,2.0,2,2,2,2,2,2,1.0,0,3
1685,12063,3,31,True,1769.0,3532,3536,2160,4077,4339,3546,1.3398585226577375,1,4666
1686,3012,1,14253,False,2.0,2,2,2,2,1,2,1.0,0,17
1687,3012,1,14253,True,6.0,1,1,1,1,1,3,0.7397558029583575,-1,25
1688,373,2,5,False,1.0,1,1,1,1,1,1,1.0,0,5
1689,373,2,5,True,14.0,202,238,215,220,179,156,1.275682626202887,1,3746
1690,10030,14,288,False,1.0,1,1,1,1,1,1,1.0,0,1
1691,10030,14,288,True,255.0,847,918,241,686,1212,1176,1.2797531535708284,1,2440
1692,11547,10,1310,False,5.0,1,1,1,1,1,1,0.5170756840520244,-1,0
1693,11547,10,1310,True,2263.0,133,397,38,101,37,90,0.5213260048358713,-1,122
1694,403,11,39,False,1.0,1,1,1,1,1,1,1.0,0,0
1695,403,11,39,True,1720.0,1432,1347,1146,2051,1406,1210,0.9976124697178488,0,3928
1696,8571,2,139,False,1.0,1,1,1,1,1,1,1.0,0,4
1697,8571,2,139,True,8167.0,705,700,580,1005,657,584,0.0025073599972456,-1,2927
1698,10422,15,11702,False,1.0,3,1,8,3,2,1,4.833333333333333,1,3
1699,10422,15,11702,True,2.0,4,2,11,2,4,2,1.0000038905720534,0,3
1700,9819,13,1598,False,70.0,33,49,14,34,5,65,0.902992609753273,0,0
1701,9819,13,1598,True,249.0,1024,1921,221,1240,33,1703,1.2530169404100102,1,9
1702,4404,8,10694,False,42.0,22,33,11,28,19,19,0.999986674603717,0,0
1704,4866,2,5,False,1.0,1,1,1,1,1,1,1.0,0,4
1705,4866,2,5,True,366.0,144,152,93,66,232,176,0.7383748662122209,-1,3746
1706,7143,4,968,False,48.0,182,52,71,195,398,192,1.4591126792897515,1,2
1708,9761,2,102,False,2.0,1,1,1,2,1,1,0.9832963591282788,0,5
1709,9761,2,102,True,8998.0,31,22,2,74,15,44,0.1548460104822205,-1,1791
1710,16418,6,354,False,10.0,11,11,6,10,9,21,1.000000000265001,0,1
1712,1393,21,145,False,12.0,37,51,78,14,5,37,1.0,0,0
1713,1393,21,145,True,3509.0,4786,5354,7872,2310,801,7594,1.0,0,16
1714,3698,15,1754,False,3.0,10,7,11,21,6,6,1.0000275049026066,0,0
1715,3698,15,1754,True,116.0,26,11,25,64,14,18,0.8153820936746422,0,2
1716,10425,2,102,False,2.0,1,1,1,1,1,1,0.977863588494022,0,3
1717,10425,2,102,True,1840.0,321,383,249,301,260,410,0.6730923278359812,-1,1791
1718,13944,23,1249,False,1.0,4,6,4,3,5,1,1.8531942188229744,1,1
1719,13944,23,1249,True,9.0,81,105,51,97,79,75,1.85345239834032,1,10
1720,13755,3,87,False,1.0,2,2,2,2,2,2,1.0280057784490118,0,1
1721,13755,3,87,True,46.0,456,285,784,717,228,264,1.059906812161968,0,1659
1722,13943,21,6206,False,18.0,11,6,6,3,4,36,0.8889666744444443,0,2
1723,13943,21,6206,True,1310.0,167,67,191,37,39,503,0.6666412702755062,-1,2
1724,8499,2,906,False,46.0,10,6,12,12,12,8,0.9999618358211612,0,4
1725,8499,2,906,True,527.0,927,311,902,505,1940,976,1.0150773056855804,0,316
1726,2392,1,15749,False,30.0,27,36,26,12,34,29,0.9999999999884128,0,0
1727,2392,1,15749,True,1500.0,487,802,428,102,514,591,0.4809524163540453,-1,6
1728,9230,11,168,False,1.0,2,2,2,2,2,2,1.108695652173913,0,0
1729,9230,11,168,True,185.0,257,214,160,258,305,347,1.1198945981554675,0,2346
1730,13818,22,5173,False,2.0,8,6,4,5,9,16,1.311378714261754,1,0
1731,13818,22,5173,True,255.0,28,20,19,2,23,77,0.8447534223832056,0,3
1732,14293,14,288,False,1.0,1,1,1,1,1,1,1.0,0,0
1733,14293,14,288,True,448.0,222,131,101,367,447,63,0.9735636960627524,0,2440
1734,574,3,31,False,1.0,1,1,1,1,1,1,1.0,0,0
1735,574,3,31,True,12.0,7,7,4,6,11,6,0.9525190537662794,0,4666
1736,2280,2,131,False,22.0,5,2,7,8,7,3,0.4610449312747853,-1,3
1737,2280,2,131,True,4123.0,808,469,552,1242,1287,492,0.5314150444120308,-1,443
1738,9787,13,172,False,2.0,1,1,1,1,1,1,0.7029572072789005,-1,0
1739,9787,13,172,True,4165.0,545,506,339,1015,234,630,0.4392207847202087,-1,377
1740,4579,2,25,False,2.0,1,1,1,1,1,1,0.9144013880855986,0,2
1741,4579,2,25,True,2451.0,579,973,542,654,440,287,0.6725715741661861,-1,1758
1742,10474,2,158,False,1.0,3,3,1,4,3,6,1.1134502923976608,0,3
1743,10474,2,158,True,14.0,209,149,80,173,110,533,1.695343569143387,1,268
1744,10169,11,39,False,1.0,1,1,1,1,1,1,1.0,0,0
1745,10169,11,39,True,6339.0,3004,3392,2829,3079,2336,3382,0.6781480144002483,-1,3928
1746,12390,8,908,False,1.0,1,1,2,2,1,1,1.0,0,0
1747,12390,8,908,True,424.0,2496,850,3448,5171,684,2327,3.2271331201739653,1,460
1748,10802,15,1569,False,15.0,6,15,2,5,5,2,0.99999999827871,0,0
1749,10802,15,1569,True,1686.0,1242,2036,664,1927,1081,502,0.9999094346172276,0,55
1750,10855,11,42,False,1.0,1,1,1,1,1,1,1.0,0,0
1751,10855,11,42,True,92.0,9,26,3,10,2,3,0.98301612014566,0,615
1752,10354,8,820,False,2.0,6,1,9,4,6,10,1.4240465658287138,1,0
1753,10354,8,820,True,490.0,6341,1644,7868,6355,6692,9148,3.560288589012279,1,192
1755,4178,30,13587,True,1532.0,1019,367,239,2208,2210,72,1.0,0,0
1756,10025,3,9322,False,3.0,8,4,16,5,9,8,1.0000175782973106,0,1
1757,10025,3,9322,True,1604.0,773,385,1666,245,669,899,0.7797141090142998,-1,24
1758,16606,2,408,False,1.0,1,1,1,1,1,1,1.0,0,4
1759,16606,2,408,True,2.0,21,13,14,29,19,30,1.0000607028535746,0,332
1760,12029,2,275,False,3.0,2,4,2,1,2,3,0.8164571428571428,0,10
1761,12029,2,275,True,732.0,234,232,24,55,23,838,0.9563923388332352,0,1223
1762,13113,10,531,False,4.0,2,2,2,2,2,2,0.8549506493398906,0,1
1763,13113,10,531,True,511.0,197,132,465,184,118,85,0.8720635995811946,0,55
1764,6911,2,313,False,2.0,1,1,1,1,1,1,0.7547842787571164,-1,2
1765,6911,2,313,True,1571.0,213,409,204,143,247,63,0.5403635172911763,-1,2324
1766,6597,20,321,False,1.0,1,1,1,1,1,1,1.0,0,0
1767,6597,20,321,True,989.0,253,187,256,263,396,163,0.6688206661520971,-1,221
1768,4773,2,701,False,5.0,2,2,2,2,2,2,0.7396103430986318,-1,6
1769,4773,2,701,True,190.0,488,836,190,826,335,255,1.0010929694845545,0,1001
1770,14491,2,1287,False,17.0,8,10,4,8,4,12,0.5721834027161494,-1,8
1771,14491,2,1287,True,7992.0,922,898,332,1424,249,1708,0.4033737369723607,-1,1009
1772,2462,2,286,False,4.0,1,2,2,1,1,1,0.5398801686797565,-1,7
1773,2462,2,286,True,727.0,350,345,523,604,163,115,0.9590749966048524,0,2308
1774,1201,23,3705,False,3.0,4,5,2,6,5,2,1.0,0,9
1775,1201,23,3705,True,15.0,8,8,5,16,10,3,0.3719251755242351,-1,17
1776,11425,13,8728,False,1.0,4,7,3,5,4,3,4.622647340705634,1,0
1777,11425,13,8728,True,2.0,5,10,4,7,3,3,3.2385874246339363,1,3
1778,15918,1,1409,False,102.0,2,2,2,3,2,3,0.3226320725928553,-1,0
1779,15918,1,1409,True,2893.0,10,12,12,15,4,9,0.2531207963746233,-1,8
1780,1201,1,352,False,1.0,2,2,3,2,3,2,2.248677248677249,1,11
1781,1201,1,352,True,2.0,54,13,15,68,99,77,1.2381610927611089,1,237
1782,7355,3,229,False,2.0,2,1,2,1,2,2,1.0,0,0
1783,7355,3,229,True,694.0,99,150,165,52,45,83,0.7983160366559353,-1,1054
1784,2376,11,39,False,1.0,1,1,1,1,1,1,1.0,0,0
1785,2376,11,39,True,56.0,502,453,881,280,495,402,1.1628591323873094,0,3928
1786,1127,1,1305,False,4.0,1,1,1,1,1,1,0.9999999999998802,0,2
1787,1127,1,1305,True,266.0,31,39,35,15,39,29,0.9999781172705862,0,66
1788,14422,2,955,False,22.0,4,4,5,4,2,5,0.4670619378759505,-1,3
1789,14422,2,955,True,2363.0,55,54,76,43,65,39,0.5572211344567294,-1,162
1790,2682,14,7012,False,12.0,14,15,17,12,10,14,1.000000000000031,0,4
1791,2682,14,7012,True,181.0,79,205,45,28,34,85,0.9999807856476924,0,18
1792,1336,11,5648,False,6.0,1,1,1,1,1,1,0.8258159236238076,0,1
1793,1336,11,5648,True,120.0,3,3,2,4,3,4,0.8411521513798075,0,11
1794,12418,2,5,False,2.0,2,2,1,2,2,2,1.0,0,8
1795,12418,2,5,True,9.0,311,399,223,136,433,362,1.3828324283588138,1,3746
1796,12126,2,278,False,1.0,1,1,1,1,1,1,1.0,0,4
1797,12126,2,278,True,1.0,258,307,159,61,492,269,1.1309412182029044,0,4431
1798,14548,2,8275,False,44.0,1,1,1,1,1,1,0.28805087947058,-1,3
1799,14548,2,8275,True,470.0,2,2,2,1,1,2,0.541596078864066,-1,14
1800,7207,2,1985,False,23.0,19,14,18,22,28,15,0.999999999999398,0,3
1801,7207,2,1985,True,1483.0,318,129,153,388,721,199,0.7134064594353816,-1,75
1802,1782,0,4243,False,2.0,1,1,1,1,1,1,0.999999999999992,0,6
1803,1782,0,4243,True,15.0,2,3,1,1,2,1,0.4538900314743247,-1,9
1804,15671,20,6272,False,6.0,3,3,3,3,2,3,0.3133394256356638,-1,0
1805,15671,20,6272,True,1279.0,104,116,143,92,78,93,0.3133381224355307,-1,10
1806,4498,1,5059,False,10.0,1,1,1,1,1,1,0.9999999925780128,0,0
1807,4498,1,5059,True,3593.0,52,67,83,46,24,38,0.1552128882302324,-1,21
1808,8737,2,485,False,1.0,1,1,1,1,1,1,1.0,0,4
1809,8737,2,485,True,279.0,166,362,50,123,142,151,0.9634718039137912,0,2502
1810,11359,1,860,False,1.0,1,1,1,1,1,1,1.0,0,5
1811,11359,1,860,True,37.0,53,18,76,63,43,67,1.1903705990057811,0,243
1812,10865,10,365,False,5.0,8,4,10,5,7,13,1.0000000003629128,0,4
1813,10865,10,365,True,281.0,628,187,619,590,504,1238,1.0000196917664197,0,162
1814,8056,2,518,False,13.0,1,1,1,1,1,1,0.4303710712394663,-1,6
1815,8056,2,518,True,404.0,25,54,5,24,12,29,0.6049432890129194,-1,564
1816,11259,1,352,False,4.0,3,2,1,4,7,2,1.0,0,0
1817,11259,1,352,True,677.0,553,227,63,1197,792,488,0.9999857012882456,0,237
1818,7121,10,2910,False,21.0,29,37,22,33,35,18,1.0000000004738925,0,5
1819,7121,10,2910,True,115.0,556,1076,240,513,696,256,1.0000374438716175,0,30
1820,13840,2,278,False,1.0,1,1,1,1,1,1,1.0,0,5
1821,13840,2,278,True,144.0,1069,332,2621,1430,509,451,1.563134200689142,1,4431
1822,4246,13,6765,False,23.0,1,1,1,1,1,1,0.8651640565253532,0,0
1823,4246,13,6765,True,31.0,25,26,19,27,30,24,1.0000403012790098,0,14
1824,5934,3,1743,False,10.0,20,8,6,11,33,44,1.1620893937349208,0,0
1825,5934,3,1743,True,2204.0,5841,3140,1815,3387,9120,11744,3.191922222373737,1,74
1826,939,1,3793,False,3.0,3,3,3,2,3,3,1.0,0,16
1827,939,1,3793,True,13.0,21,34,30,14,8,17,1.000000990247202,0,37
1828,2970,2,139,False,1.0,1,1,1,1,1,1,1.0,0,4
1829,2970,2,139,True,2272.0,253,116,230,383,472,62,0.3849522290690719,-1,2927
1830,11507,2,9828,False,178.0,43,55,52,34,29,45,0.9999999987585234,0,6
1831,11507,2,9828,True,758.0,1155,1100,1804,656,456,1759,1.000016850817179,0,22
1832,12801,2,21,False,2.0,1,1,1,1,1,1,0.8129337610081049,0,3
1833,12801,2,21,True,813.0,1011,875,1684,1255,241,999,1.2208122981375011,1,1252
1834,2333,2,1543,False,21.0,10,16,11,7,7,8,0.99996735948569,0,5
1835,2333,2,1543,True,595.0,783,1683,977,356,335,564,1.0181483062306944,0,152
1836,12884,25,317,False,2.0,1,1,1,1,1,1,0.3480786839695621,-1,0
1837,12884,25,317,True,557.0,57,11,3,60,187,23,0.5737185983867226,-1,356
1838,1835,2,139,False,1.0,1,1,2,1,1,1,1.0,0,5
1839,1835,2,139,True,1317.0,486,511,499,727,488,204,0.7689866911330866,-1,2927
1840,3143,2,286,False,2.0,1,1,1,1,1,1,0.875,0,4
1841,3143,2,286,True,1849.0,1470,1154,1317,2142,1067,1668,0.9750409380755646,0,2308
1842,4840,11,39,False,2.0,1,1,1,1,1,1,0.705727516451377,-1,0
1843,4840,11,39,True,6885.0,3106,3679,2876,2775,2641,3560,0.5843353233476665,-1,3928
1844,7112,1,115,False,5.0,1,2,1,1,1,1,0.5562656150187153,-1,2
1845,7112,1,115,True,3006.0,125,189,97,119,173,49,0.2674652872192446,-1,229
1846,351,2,746,False,6.0,1,1,1,2,1,2,0.7494392400052777,-1,21
1847,351,2,746,True,10.0,6,5,3,7,8,7,0.87113907257114,0,645
1848,3317,4,384,False,4.0,1,1,1,2,1,1,0.4237012987012987,-1,1
1849,3317,4,384,True,1858.0,339,316,550,307,212,308,0.3664196604037027,-1,222
1850,7638,0,8200,False,27.0,131,424,46,22,151,10,1.0000081977883128,0,8
1851,7638,0,8200,True,124.0,128,440,40,32,114,16,1.0000000000000164,0,8
1852,2315,2,2156,False,38.0,175,111,110,96,96,462,1.0000213725749432,0,4
1853,2315,2,2156,True,2495.0,6468,6066,4057,5085,6002,11128,1.5362367469879517,1,73
1854,5333,2,139,False,1.0,1,1,1,1,1,1,1.0,0,8
1855,5333,2,139,True,237.0,142,78,86,171,277,100,0.9753608811301864,0,2927
1856,5078,2,2898,False,1.0,2,2,1,1,2,2,1.262340184495873,1,4
1857,5078,2,2898,True,1.0,1,1,1,1,1,1,1.0,0,39
1858,14229,20,7497,False,1.0,1,1,1,1,1,1,1.0,0,0
1859,14229,20,7497,True,1.0,6,6,6,3,6,11,7.518073883452673,1,13
1860,4544,8,1768,False,29.0,12,23,11,10,5,9,0.9999639635763676,0,0
1862,14418,2,309,False,28.0,14,16,11,10,17,16,0.8911723265892703,0,3
1863,14418,2,309,True,7177.0,2897,3821,2597,1294,4361,2414,0.3447575389236902,-1,909
1864,13081,2,83,False,1.0,1,1,1,1,2,2,1.0,0,2
1865,13081,2,83,True,7655.0,502,607,609,325,589,380,0.1550903028124557,-1,2455
1866,4974,6,12713,False,268.0,1,1,1,1,1,1,0.2693282247937468,-1,1
1867,4974,6,12713,True,588.0,1,3,1,1,1,1,0.9999140633797796,0,16
1868,7322,11,168,False,1.0,1,1,1,1,1,1,1.0,0,0
1869,7322,11,168,True,5203.0,14,1,29,7,6,26,0.3151296901323512,-1,2346
1870,10347,4,6067,False,47.0,491,105,1903,142,234,69,170.11377692950956,1,0
1872,15888,2,485,False,1.0,1,1,1,1,1,1,1.0,0,6
1873,15888,2,485,True,7674.0,121,112,129,68,108,189,0.1216337395168459,-1,2502
1874,954,2,2132,False,11.0,12,14,20,11,5,12,1.000000000000403,0,2
1875,954,2,2132,True,6715.0,1869,2655,3863,1182,507,1136,0.2706148523032554,-1,159
1876,127,7,297,False,1.0,1,1,1,1,1,1,1.0,0,78
1877,127,7,297,True,1.0,1,1,1,1,1,1,1.0,0,33
1878,1315,11,344,False,2.0,1,1,1,1,1,1,0.7502197776812095,-1,3
1879,1315,11,344,True,3561.0,266,137,140,167,177,711,0.7388222551678946,-1,1206
1880,6303,17,10325,False,75.0,67,70,64,77,49,74,0.9999999999999356,0,1
1881,6303,17,10325,True,1358.0,2015,1825,3127,1432,998,2694,1.0000360007679907,0,12
1882,13315,10,3580,False,47.0,21,27,25,18,18,18,0.999999998190467,0,0
1883,13315,10,3580,True,2596.0,636,616,386,375,460,1343,0.3412322274881517,-1,11
1884,16522,0,14317,False,2117.0,2818,4560,1784,1834,4275,1637,1.0000000000119753,0,12
1885,16522,0,14317,True,1209.0,568,1019,318,336,814,353,0.5454504156645615,-1,3
1886,11370,2,2276,False,85.0,14,17,13,15,13,13,0.7338954409776596,-1,2
1887,11370,2,2276,True,6467.0,1674,2208,1052,1404,2019,1689,0.075,-1,154
1888,3223,2,746,False,6.0,3,4,1,3,3,2,0.8749802449923099,0,9
1889,3223,2,746,True,111.0,26,62,16,21,11,18,0.7510786711102936,-1,645
1890,4317,10,12145,False,91.0,37,36,35,38,44,34,0.8719855689119375,0,2
1891,4317,10,12145,True,1114.0,684,477,384,616,1211,731,0.9999820623282402,0,11
1892,14279,10,399,False,1.0,2,3,1,1,2,1,2.1308641975308644,1,3
