,h,h_id,r,r_id,t,t_id,predicted_head,rank_filtered_kge,rank_filtered_kge_0,rank_filtered_kge_1,rank_filtered_kge_2,rank_filtered_kge_3,rank_filtered_kge_4,rank_filtered_anyburl,anyburl_confidence_anyburl,anyburl_confidence_kge,difference_psi
3302,Q30,31,P530,7,Q804,1115,False,5,7,6,3,3,5,1,0.8767010909090909,0.7966101694915254,1.100539667311412
3303,Q30,31,P530,7,Q804,1115,True,1,1,1,1,1,1,1,0.8766233766233766,0.8766233766233766,1.0
3304,Q70950,16150,P140,25,Q75809,1575,False,1,1,1,1,1,1,1,0.07929515418502203,0.07929515418502203,1.0
3305,Q70950,16150,P140,25,Q75809,1575,True,248,203,235,244,121,439,558,0.07929944346183002,0.12857142857142856,0.6167734491475668
3306,Q164328,17000,P106,2,Q245068,61,False,11,9,11,11,11,11,39,0.13068558697263488,0.24317617866004962,0.537411138265019
3307,Q164328,17000,P106,2,Q245068,61,True,487,328,378,547,493,687,5159,0.12270264340481907,0.26583541147132167,0.4615737336335127
3308,Q242523,11533,P106,2,Q10800557,139,False,1,1,1,1,1,1,1,0.8293802601377199,0.8293802601377199,1.0
3309,Q242523,11533,P106,2,Q10800557,139,True,171,242,162,178,212,61,194,0.7080557806214391,0.7080671036989555,0.9999840084683256
3310,Q318223,16126,P106,2,Q639669,83,False,2,2,1,2,2,1,2,0.6563517915309446,0.6563517915309446,1.0
3311,Q318223,16126,P106,2,Q639669,83,True,363,211,185,210,440,769,398,0.6564051296404477,0.6564150234173961,0.9999849275586399
3312,Q26876,658,P106,2,Q33999,5,False,1,1,1,1,1,1,1,0.8279320987654321,0.8279320987654321,1.0
3313,Q26876,658,P106,2,Q33999,5,True,57,65,25,37,62,95,28,0.8118529395913955,0.8118242283563363,1.0000353663195263
3314,Q127330,655,P264,17,Q656752,3819,False,165,184,205,101,151,186,74,0.030923690832919702,0.005985187032418952,5.166704175729274
3315,Q127330,655,P264,17,Q656752,3819,True,2762,3577,5248,1373,643,2968,1390,0.005985236907730673,0.00199501246882793,3.0001
3316,Q1691566,9010,P106,2,Q465501,15441,False,18,21,15,13,29,13,26,0.26110187592162304,0.2611079983849342,0.9999765519886444
3317,Q1691566,9010,P106,2,Q465501,15441,True,69,82,12,7,162,82,350,0.26109215017064846,0.26584848007481293,0.9821088692971802
3318,Q166835,4618,P463,1,Q463281,1603,False,1,2,1,1,1,2,3,0.07731416519705038,0.10512982900569981,0.7354160653382081
3319,Q166835,4618,P463,1,Q463281,1603,True,57,91,39,48,16,89,2680,0.07730932672817954,0.19602282542644955,0.39438941133509503
3320,Q535972,16385,P106,2,Q177220,485,False,1,1,1,1,1,1,1,0.8717948717948718,0.8717948717948718,1.0
3321,Q535972,16385,P106,2,Q177220,485,True,108,115,104,98,123,100,319,0.6597265549210365,0.688893793600523,0.957660761425875
3322,Q352030,7894,P27,3,Q213,4290,False,2,1,5,1,1,2,4,0.48404276003018143,0.5186615186615187,0.9332536589167518
3323,Q352030,7894,P27,3,Q213,4290,True,3,2,3,2,4,6,74,0.48404275826844484,0.5432730966703565,0.8909750201787536
3324,Q705529,6066,P108,15,Q122453,3695,False,6,7,3,4,2,13,11,0.032420947630922695,0.03242159620948978,0.9999799954769996
3325,Q705529,6066,P108,15,Q122453,3695,True,107,136,132,31,12,225,47,0.032420947630922695,0.029927581047381545,1.0833133349332054
3326,Q1683438,5253,P69,4,Q1753535,9996,False,2,1,6,1,1,2,15,0.04439187055861247,0.044393117491295264,0.9999719115765402
3327,Q1683438,5253,P69,4,Q1753535,9996,True,7,8,7,3,7,9,114,0.044390972578553616,0.058857107426433915,0.7542160075406072
3328,Q1252841,13137,P69,4,Q333705,8016,False,5,4,4,4,3,9,13,0.02843127201496259,0.028431653827018573,0.9999865708812331
3329,Q1252841,13137,P69,4,Q333705,8016,True,61,76,42,65,9,111,1911,0.02843127187531499,0.04439251905236908,0.6404518707707286
3330,Q465428,5006,P551,21,Q99,339,False,36,72,73,12,12,13,68,0.007980748149627431,0.008479600997506234,0.9411702451535738
3331,Q465428,5006,P551,21,Q99,339,True,4986,9651,7894,2864,1733,2786,6437,0.00798004987531172,0.00798004987531172,1.0
3332,Q204996,16471,P106,2,Q82955,313,False,5,4,6,3,4,6,2,0.3463687150837989,0.25892857142857145,1.3376998651512233
3333,Q204996,16471,P106,2,Q82955,313,True,3009,1926,3890,2445,3331,3451,1838,0.34639416078882324,0.28023722300792614,1.236074769335785
3334,Q60296,15040,P495,18,Q30,31,False,1,1,1,1,1,1,1,0.7495798319327731,0.7495798319327731,1.0
3335,Q60296,15040,P495,18,Q30,31,True,30,55,19,14,34,30,118,0.749651018373451,0.8056158005043733,0.930531672670913
3336,Q79091,17020,P106,2,Q188094,906,False,8,9,11,8,7,7,53,0.13068324286790872,0.1668711656441718,0.7831385510098942
3337,Q79091,17020,P106,2,Q188094,906,True,1502,1631,1960,1162,1754,1003,7185,0.03822441430332922,0.18181818181818182,0.2102342786683107
3338,Q57303,14440,P69,4,Q54096,8486,False,108,101,29,90,154,167,32,0.03491361596038458,0.00897810474197349,3.8887512413572227
3339,Q57303,14440,P69,4,Q54096,8486,True,4277,3617,2403,3420,6783,5164,7965,2.278682921271505e-06,0.013467231920199501,0.00016920202568530127
3340,Q429348,9346,P136,10,Q83440,1058,False,2,2,2,2,1,3,3,0.12270642201834862,0.17857142857142858,0.6871559633027523
3341,Q429348,9346,P136,10,Q83440,1058,True,321,517,123,263,449,253,1071,0.10524608478802992,0.11739502999143102,0.8965122696907366
3342,Q315090,6297,P69,4,Q168756,763,False,127,95,23,64,403,52,11,0.04090059873816907,0.028431271875312202,1.4385778771186242
3343,Q315090,6297,P69,4,Q168756,763,True,6511,7630,1883,6736,11441,4865,7716,3.418024381907258e-06,0.01945137157107232,0.0001757215098903603
3344,Q95971,1634,P27,3,Q183,87,False,1,1,1,1,1,1,1,0.6607142857142857,0.6607142857142857,1.0
3345,Q95971,1634,P27,3,Q183,87,True,1068,1228,615,1570,824,1103,809,0.6607626898659721,0.5690082690080455,1.1612532292683242
3346,Q4397665,1738,P509,8,Q12202,705,False,6,9,3,7,5,4,5,0.016453382084095063,0.014962593516209476,1.09963436928702
3347,Q4397665,1738,P509,8,Q12202,705,True,4905,10330,1679,5811,4024,2682,2693,0.014962593516209476,0.0059850374064837905,2.5
3348,Q166023,14449,P1412,11,Q1860,39,False,1,1,1,1,1,1,1,0.6633663366336634,0.6633663366336634,1.0
3349,Q166023,14449,P1412,11,Q1860,39,True,4029,3906,4428,3527,4582,3700,71,0.6634045411224414,0.4201753395115696,1.5788754806353276
3350,Q66936,13856,P106,2,Q3332711,3992,False,9,7,11,15,4,7,65,0.1780696769127182,0.1780696770993627,0.9999999989518457
3351,Q66936,13856,P106,2,Q3332711,3992,True,12,6,15,17,7,13,612,0.17806967691271952,0.3119810563737546,0.5707707992994013
3352,Q1057003,12929,P1303,14,Q17172850,288,False,1,1,1,1,1,1,1,0.6564277588168373,0.6564277588168373,1.0
3353,Q1057003,12929,P1303,14,Q17172850,288,True,2362,2311,2394,1729,3134,2241,898,0.49511511699109234,0.2553191489361702,1.9392008748817784
3354,Q380799,6999,P106,2,Q5716684,1813,False,7,7,9,7,4,7,8,0.3801452784503632,0.3801778871460154,0.9999142277950541
3355,Q380799,6999,P106,2,Q5716684,1813,True,82,21,144,105,28,114,29,0.38018005338509264,0.35268333570363214,1.0779643235102172
3356,Q211009,5904,P161,0,Q179414,16995,False,1079,4005,109,470,230,582,576,0.005486583541194917,0.0049877306733406,1.1000159993643368
3357,Q211009,5904,P161,0,Q179414,16995,True,527,1736,126,333,181,261,539,0.004987830423987934,0.00498783042399988,0.9999999999976049
3358,Q330730,10987,P108,15,Q871369,16799,False,164,260,74,118,105,264,77,0.013467631007483792,0.013467182069825437,1.0000333356789881
3359,Q330730,10987,P108,15,Q871369,16799,True,3393,5936,1282,2363,1882,5500,,,,
3360,Q97136,14652,P27,3,Q183,87,False,1,1,1,2,1,1,2,0.4700854700854701,0.5409326424870466,0.8690277368438287
3361,Q97136,14652,P27,3,Q183,87,True,351,230,363,305,500,355,1927,0.47012685350824884,0.6906344886403653,0.6807173131967037
3362,Q298551,11721,P106,2,Q2490358,6559,False,38,19,75,22,31,42,36,0.13068259387984585,0.13068259386103706,1.0000000001439273
3363,Q298551,11721,P106,2,Q2490358,6559,True,2345,972,5957,855,1761,2181,6089,0.09277171618275214,0.17805499582161616,0.5210284370548928
3364,Q2895,6786,P463,1,Q1065,80,False,8,15,1,12,5,9,7,0.3381821096260884,0.338181579758469,1.0000015668139577
3365,Q2895,6786,P463,1,Q1065,80,True,27,34,14,32,31,24,71,0.33818211158618816,0.4349465336658354,0.7775257081276332
3366,Q368129,7138,P106,2,Q10800557,139,False,1,1,1,1,1,1,1,0.8293802601377199,0.8293802601377199,1.0
3367,Q368129,7138,P106,2,Q10800557,139,True,16,8,33,19,16,6,116,0.7272727272727273,0.7821866719373403,0.9297943232290053
3368,Q112427,8161,P102,20,Q328195,1236,False,12,11,9,18,8,12,12,0.05636299287782279,0.05636299287782279,1.0
3369,Q112427,8161,P102,20,Q328195,1236,True,2303,2500,1536,3682,1389,2406,1409,0.05636299287780548,0.05405405405405406,1.0427153682394013
3370,Q312081,2170,P106,2,Q33999,5,False,1,1,1,1,1,1,1,0.8279320987654321,0.8279320987654321,1.0
3371,Q312081,2170,P106,2,Q33999,5,True,274,108,184,346,493,239,940,0.5,0.5871136075257511,0.8516239337513051
3372,Q333362,15974,P69,4,Q805285,1649,False,2,1,3,3,2,1,36,0.04439326724192368,0.058857307157148125,0.7542524350187195
3373,Q333362,15974,P69,4,Q805285,1649,True,73,70,48,122,74,53,4,0.044393267241895254,0.04439291802992519,1.00000786638918
3374,Q1036,9643,P463,1,Q656801,2768,False,1,1,1,1,1,1,1,0.8978102189781022,0.8978102189781022,1.0
3375,Q1036,9643,P463,1,Q656801,2768,True,1,1,1,3,1,1,1,0.8978971128060934,0.8978971128060934,1.0
3376,Q165816,9801,P27,3,Q129286,2687,False,1,1,1,1,1,1,2,0.4138700236238478,0.671664167916042,0.616185950350684
3377,Q165816,9801,P27,3,Q129286,2687,True,14,12,10,19,14,13,143,0.4138700236238478,0.48404371035704286,0.8550261366242458
3378,Q940439,14576,P106,2,Q36180,278,False,1,1,1,1,1,1,1,0.7992633517495396,0.7992633517495396,1.0
3379,Q940439,14576,P106,2,Q36180,278,True,1006,1003,316,742,734,2235,1823,0.4785943672404063,0.5258600432138285,0.9101173846855622
3380,Q155979,2922,P106,2,Q82955,313,False,1,2,1,1,1,1,3,0.6945701357466063,0.7119628339140535,0.9755707779409919
3381,Q155979,2922,P106,2,Q82955,313,True,119,35,31,50,254,225,127,0.6946029149041127,0.6946064371164693,0.99999492919707
3382,Q34189,7081,P106,2,Q49757,55,False,3,3,3,3,3,3,5,0.28771929824561404,0.3942857142857143,0.7297228578693109
3383,Q34189,7081,P106,2,Q49757,55,True,588,586,856,460,613,426,1854,0.2877474074972692,0.47580836597557646,0.6047548300402087
3384,Q221103,12728,P136,10,Q130232,399,False,1,1,1,1,1,1,1,0.48182883939038684,0.48182883939038684,1.0
3385,Q221103,12728,P136,10,Q130232,399,True,200,227,137,193,205,236,358,0.4818618296489582,0.5180722891566265,0.9301053921131053
3386,Q191543,5685,P136,10,Q20443008,14481,False,6,6,7,7,3,6,11,0.16010892815323896,0.16010892844029168,0.9999999982071411
3387,Q191543,5685,P136,10,Q20443008,14481,True,57,95,71,64,6,49,19,0.1601094273516682,0.16010942735162345,1.0000000000002796
3388,Q316022,16781,P106,2,Q169470,755,False,1,1,1,1,1,1,3,0.3763440860215054,0.41911764705882354,0.8979437841916619
3389,Q316022,16781,P106,2,Q169470,755,True,97,70,131,107,23,152,91,0.37637485703294593,0.37637118122085444,1.0000097664546992
3390,Q25139,13087,P161,0,Q273208,3642,False,751,419,551,346,923,1517,605,0.00548678307231921,0.005486683321695767,1.000018180495865
3391,Q25139,13087,P161,0,Q273208,3642,True,438,330,326,243,540,750,690,0.005486783072321198,0.008479351620971524,0.6470757809772899
3392,Q312693,11116,P106,2,Q639669,83,False,1,1,1,1,1,1,1,0.5396363636363637,0.5396363636363637,1.0
3393,Q312693,11116,P106,2,Q639669,83,True,470,661,250,675,315,451,1653,0.28107728198269966,0.6444446780893043,0.43615424494784827
3394,Q206384,2854,P106,2,Q1930187,286,False,1,1,1,1,1,1,1,0.3824,0.3824,1.0
3395,Q206384,2854,P106,2,Q1930187,286,True,789,306,1413,642,755,827,1735,0.38241875000000003,0.42642466885504715,0.8968025959351665
3396,Q4415063,13462,P27,3,Q159,299,False,1,1,2,1,1,1,1,0.6155878467635403,0.6155878467635403,1.0
3397,Q4415063,13462,P27,3,Q159,299,True,45,12,122,35,36,20,101,0.6156362509156178,0.6906332493347856,0.8914083582112438
3398,Q1646,8175,P106,2,Q214917,1421,False,3,2,2,2,4,4,8,0.24962547054945908,0.4157119476268412,0.6004770177390532
3399,Q1646,8175,P106,2,Q214917,1421,True,405,122,260,118,528,997,1534,0.249625472773898,0.27527462241088874,0.9068234136065564
3400,Q105993,15100,P136,10,Q188473,554,False,1,2,1,2,1,1,2,0.28157589803012745,0.6243093922651933,0.4510198012694962
3401,Q105993,15100,P136,10,Q188473,554,True,44,53,42,21,69,35,325,0.28159481855004387,0.49115241954585775,0.5733348902371681
3402,Q197108,12578,P102,20,Q187009,15129,False,3,4,2,4,3,1,3,0.06384042667266532,0.06384042667266532,1.0
3403,Q197108,12578,P102,20,Q187009,15129,True,53,50,56,72,49,37,84,0.06384603530177756,0.17561180823165448,0.36356345250745586
3404,Q1409622,12612,P19,13,Q72,6885,False,2,3,2,1,1,1,5,0.060353267147154624,0.060354854054291585,0.9999737070503801
3405,Q1409622,12612,P19,13,Q72,6885,True,66,105,89,47,45,46,993,0.06035326711722944,0.08080294305738553,0.7469191694461808
3406,Q78824,9858,P69,4,Q31519,3019,False,2,2,2,2,2,2,1,0.27906976744186046,0.20930232558139536,1.3333333333333333
3407,Q78824,9858,P69,4,Q31519,3019,True,57,53,58,75,66,34,51,0.27907721453466033,0.2790756527286435,1.0000055963535393
3408,Q214227,1563,P106,2,Q753110,701,False,2,2,2,2,3,2,4,0.3805601317957166,0.534010152284264,0.7126458741801918
3409,Q214227,1563,P106,2,Q753110,701,True,974,1353,1168,466,1063,818,452,0.38058152310006443,0.3576341081170219,1.0641645035029317
3410,Q3754146,7041,P737,23,Q501,10723,False,183,80,46,14,200,574,103,0.0014963591023886892,0.0014962615161231122,1.0000652200598128
3411,Q3754146,7041,P737,23,Q501,10723,True,1794,1521,849,324,2019,4259,,,0.000997506234413965,
3412,Q231841,9017,P106,2,Q644687,3416,False,10,12,8,8,10,14,133,0.1306830432219575,0.25,0.52273217288783
3413,Q231841,9017,P106,2,Q644687,3416,True,152,149,157,79,161,214,2666,0.13067331670822943,0.2539542401095054,0.5145545774383721
3414,Q72390,9813,P102,20,Q9630,5263,False,2,2,1,1,2,3,21,0.05636303482865869,0.06384614013226331,0.8827947110333897
3415,Q72390,9813,P102,20,Q9630,5263,True,912,620,582,723,1465,1172,1678,0.056359102244389024,0.06384039900249376,0.8828125
3416,Q150804,3385,P495,18,Q145,229,False,2,2,2,2,2,2,2,0.6666666666666666,0.6666666666666666,1.0
3417,Q150804,3385,P495,18,Q145,229,True,79,42,127,28,7,191,30,0.6667241887014511,0.6108429849887116,1.09148210765451
3418,Q427403,11109,P1412,11,Q1321,47,False,1,1,1,1,1,1,1,0.851063829787234,0.851063829787234,1.0
3419,Q427403,11109,P1412,11,Q1321,47,True,29,28,26,35,24,31,1,0.8511465884079237,0.7230769230769231,1.1771176222662774
3420,Q1074590,11132,P106,2,Q753110,701,False,2,2,2,2,3,3,8,0.3067226890756303,0.37734487734487737,0.8128444494432572
3421,Q1074590,11132,P106,2,Q753110,701,True,626,659,562,362,606,942,1206,0.3067510246084649,0.3610113744638873,0.8496990574438252
3422,Q235020,1261,P106,2,Q2405480,59,False,3,4,3,3,4,2,5,0.40948275862068967,0.5344827586206896,0.7661290322580646
3423,Q235020,1261,P106,2,Q2405480,59,True,454,730,158,227,469,684,166,0.40949547682517845,0.31684462117370765,1.2924173221191457
3424,Q165325,238,P136,10,Q1033891,247,False,23,11,25,19,22,38,20,0.160108927680798,0.1601004545571888,1.0000529237948304
3425,Q165325,238,P136,10,Q1033891,247,True,210,50,252,199,186,364,234,0.16010942643393403,0.16010942643393403,1.0
3426,Q77755,15138,P108,15,Q51985,2080,False,16,22,36,10,4,7,29,0.029927631162113215,0.03241980052369078,0.9231281710152285
3427,Q77755,15138,P108,15,Q51985,2080,True,354,299,1020,154,68,229,685,0.029927631162113215,0.0324204490124818,0.9231097061793051
3428,Q193674,12259,P1412,11,Q7737,42,False,1,1,1,1,1,1,1,0.6643356643356644,0.6643356643356644,1.0
3429,Q193674,12259,P1412,11,Q7737,42,True,257,255,220,258,213,339,191,0.6643963819069615,0.6072275722952796,1.094147255855968
3430,Q47904,8420,P1412,11,Q652,166,False,1,1,1,1,1,1,1,0.7992424242424242,0.7992424242424242,1.0
3431,Q47904,8420,P1412,11,Q652,166,True,22,20,23,19,24,23,28,0.7992831186868686,0.799296593727046,0.9999831413767016
3432,Q1058124,10799,P69,4,Q392904,6038,False,1,2,1,1,1,1,1,0.0588571075361596,0.0588571075361596,1.0
3433,Q1058124,10799,P69,4,Q392904,6038,True,30,56,24,18,16,35,45,0.05885710751620948,0.058857107516229426,0.999999999999661
3434,Q1363261,7665,P102,20,Q79854,152,False,1,1,1,1,1,1,1,0.2529313232830821,0.2529313232830821,1.0
3435,Q1363261,7665,P102,20,Q79854,152,True,225,212,192,167,287,266,500,0.25295372894345947,0.34360576509386836,0.7361742864656418
3436,Q126432,15412,P1412,11,Q1321,47,False,3,3,3,4,4,3,4,0.5017035775127768,0.5194508009153318,0.9658346404100594
3437,Q126432,15412,P1412,11,Q1321,47,True,667,716,494,1189,760,177,626,0.5017418892010885,0.48948394612227714,1.0250425844931577
3438,Q170842,10392,P106,2,Q169470,755,False,2,2,3,1,2,1,7,0.2752602441838967,0.4611764705882353,0.5968653253987556
3439,Q170842,10392,P106,2,Q169470,755,True,76,107,46,49,142,38,679,0.2752623377200563,0.3763797536607406,0.7313420422931967
3440,Q58087,7187,P1412,11,Q7737,42,False,1,1,1,1,1,1,1,0.38258184899750625,0.38258184899750625,1.0
3441,Q58087,7187,P1412,11,Q7737,42,True,225,205,216,205,216,283,4596,0.3610972572981125,0.6072275722956846,0.5946654496154518
3442,Q352975,4366,P3373,29,Q62845,14916,False,1,1,1,1,1,1,1,0.8742331288343558,0.8742331288343558,1.0
3443,Q352975,4366,P3373,29,Q62845,14916,True,1,1,1,1,1,1,1,0.8742331288343558,0.8742331288343558,1.0
3444,Q375855,14321,P161,0,Q103646,4962,False,2902,919,1202,8550,3075,762,789,0.004987930199501247,0.0029926683291770576,1.6667166724997082
3445,Q375855,14321,P161,0,Q103646,4962,True,2439,613,524,9331,931,796,955,0.00498778056858005,,
3446,Q61073,3869,P106,2,Q36180,278,False,1,1,1,1,1,1,1,0.8218793828892006,0.8218793828892006,1.0
3447,Q61073,3869,P106,2,Q36180,278,True,104,148,119,24,109,120,144,0.8219498674706984,0.8233391707110417,0.9983125991210361
3448,Q196560,6157,P69,4,Q503246,4941,False,13,7,37,10,2,9,37,0.02843127201996957,0.028431671017465337,0.9999859664422988
3449,Q196560,6157,P69,4,Q503246,4941,True,1830,1135,4141,1688,193,1994,3720,0.0234427431521197,0.040900099885286784,0.5731708044202818
3450,Q740657,6292,P106,2,Q1607826,441,False,36,9,17,50,29,73,29,0.26110995713835666,0.2611076674120278,1.0000087692803186
3451,Q740657,6292,P106,2,Q1607826,441,True,1348,215,135,666,675,5049,291,0.2611099571382295,0.17806967663341644,1.4663358864618152
3452,Q67144,14487,P106,2,Q36180,278,False,1,1,1,1,1,1,1,0.801056338028169,0.801056338028169,1.0
3453,Q67144,14487,P106,2,Q36180,278,True,675,549,371,732,746,975,180,0.8011292848880723,0.6000432653061224,1.3351192009118917
3454,Q207588,14654,P161,0,Q433403,16172,False,1399,933,4242,418,400,1002,494,0.0049878304239759875,0.0029928179551122194,1.6666000066779747
3455,Q207588,14654,P161,0,Q433403,16172,True,723,256,2682,187,123,366,723,0.00498783042399988,0.00498783042399988,1.0
3456,Q202765,4997,P1412,11,Q1860,39,False,1,1,1,1,1,1,1,0.5973303670745272,0.5973303670745272,1.0
3457,Q202765,4997,P1412,11,Q1860,39,True,849,1077,609,533,1940,84,1033,0.5386977037202714,0.5417010196216709,0.9944557684172404
3458,Q228692,13233,P106,2,Q2405480,59,False,1,1,1,1,1,1,5,0.3071593533487298,0.5396363636363637,0.5691969148982526
3459,Q228692,13233,P106,2,Q2405480,59,True,89,48,147,115,104,30,3866,0.13318015089784938,0.40950985382003874,0.3252184279706639
3460,Q263621,11796,P1412,11,Q652,166,False,4,4,4,4,4,5,5,0.38255795584039903,0.38255795584046637,0.999999999999824
3461,Q263621,11796,P1412,11,Q652,166,True,903,345,222,877,312,2757,,,0.4894853921568627,
3462,Q366012,12424,P1303,14,Q17172850,288,False,1,1,1,1,1,1,1,0.5199306759098787,0.5199306759098787,1.0
3463,Q366012,12424,P1303,14,Q17172850,288,True,1987,2279,1259,1334,2304,2759,714,0.519980187421472,0.29013742140326776,1.7921858714624104
3464,Q358538,3450,P106,2,Q488205,422,False,1,1,1,1,2,1,4,0.4471264367816092,0.5408163265306123,0.8267620906527867
3465,Q358538,3450,P106,2,Q488205,422,True,635,233,374,1319,464,786,1219,0.32430304557118705,0.4426495343608193,0.7326406567658019
3466,Q178991,11187,P20,22,Q90,354,False,1,1,1,1,1,1,1,0.5661764705882353,0.5661764705882353,1.0
3467,Q178991,11187,P20,22,Q90,354,True,27,16,58,27,17,16,33,0.5662146494696922,0.5662146513275045,0.9999999967188905
3468,Q131248,14424,P106,2,Q40348,131,False,4,6,3,3,4,4,4,0.3382352941176471,0.3382352941176471,1.0
3469,Q131248,14424,P106,2,Q40348,131,True,533,1065,366,355,520,360,73,0.33824836229221067,0.26109215017064846,1.2955133353152644
3470,Q263772,12401,P3373,29,Q258053,1324,False,1,1,1,1,1,1,1,0.8742331288343558,0.8742331288343558,1.0
3471,Q263772,12401,P3373,29,Q258053,1324,True,1,1,1,1,1,1,1,0.8742331288343558,0.8742331288343558,1.0
3472,Q92532,9418,P19,13,Q37333,15818,False,33,45,20,21,52,29,81,0.056363241895261845,0.06035326705735678,0.9338888289460285
3473,Q92532,9418,P19,13,Q37333,15818,True,497,1108,182,227,580,387,28,0.056363241895261845,0.041398753162094765,1.361471966911041
3474,Q201459,15450,P27,3,Q155,206,False,13,18,16,8,6,16,3,0.27124366910523356,0.159115162109726,1.7047003284211444
3475,Q201459,15450,P27,3,Q155,206,True,3478,5311,2318,3117,781,5865,3673,0.2712595793296725,0.276810174563591,0.9799480086211809
3476,Q84211,874,P463,1,Q150793,1305,False,1,1,3,1,1,1,4,0.19601770647880298,0.19601770647886382,0.9999999999996896
3477,Q84211,874,P463,1,Q150793,1305,True,257,200,368,170,412,137,264,0.1960177064788289,0.19601770647887432,0.9999999999997683
3478,Q14281,7657,P463,1,Q338432,2409,False,1,1,1,1,1,1,4,0.19601990099258426,0.75,0.26135986799011235
3479,Q14281,7657,P463,1,Q338432,2409,True,2,2,1,3,3,2,855,0.09925842780598483,0.4375,0.22687640641367962
3480,Q842,1793,P463,1,Q7809,3,False,1,1,1,1,1,1,1,0.8538011695906432,0.8538011695906432,1.0
3481,Q842,1793,P463,1,Q7809,3,True,1,2,1,1,1,1,1,0.8538849616722994,0.8538849616722994,1.0
3482,Q1200053,6514,P106,2,Q266569,9159,False,47,45,33,61,51,47,245,0.1306817464638404,0.17806793127690174,0.733887036968076
3483,Q1200053,6514,P106,2,Q266569,9159,True,656,476,429,908,873,596,3584,0.08428943638244814,0.22493765586034914,0.37472354755389914
3484,Q354542,12738,P106,2,Q584301,9864,False,26,29,30,26,24,22,60,0.2249599014114716,0.24962503968527805,0.9011912494639811
3485,Q354542,12738,P106,2,Q584301,9864,True,312,367,348,432,282,131,2741,0.11621920199501247,0.22495965184538788,0.5166224300297573
3486,Q24075,10729,P136,10,Q471839,839,False,1,1,1,1,1,1,5,0.16011238098265346,0.48182883939038684,0.3323013649104706
3487,Q24075,10729,P136,10,Q471839,839,True,12,1,13,18,27,2,198,0.16011238109838818,0.3076923076923077,0.5203652385697616
3488,Q61262,2884,P463,1,Q833738,919,False,11,3,4,12,18,17,17,0.19602199575568227,0.19602199594521144,0.999999999033123
3489,Q61262,2884,P463,1,Q833738,919,True,530,175,296,622,697,861,216,0.19602199575568227,0.19601537682913217,1.0000337673842592
3490,Q313283,11602,P27,3,Q145,229,False,1,1,1,1,1,2,3,0.5269922879177378,0.671664167916042,0.7846068215203819
3491,Q313283,11602,P27,3,Q145,229,True,39,27,39,36,31,64,920,0.5270447887256372,0.711268460880955,0.7409927723673505
3492,Q289108,6422,P27,3,Q30,31,False,1,1,1,1,1,1,1,0.8059701492537313,0.8059701492537313,1.0
3493,Q289108,6422,P27,3,Q30,31,True,24,11,33,14,17,43,80,0.8059701492537313,0.8090054327828872,0.9962481296093219
3494,Q57118,1822,P27,3,Q183,87,False,1,1,1,1,1,1,2,0.5846267553584626,0.6265432098765432,0.9330988607691719
3495,Q57118,1822,P27,3,Q183,87,True,483,240,138,722,731,585,1203,0.5270387834542252,0.6906223149341961,0.7631360470946301
3496,Q140575,11912,P69,4,Q49117,2864,False,5101,460,16030,307,91,8619,101,0.020948528733167354,,
3497,Q140575,11912,P69,4,Q49117,2864,True,10550,11656,14496,5247,6929,14421,2742,0.020947630922693267,,
3498,Q544464,7453,P69,4,Q49116,1920,False,30,13,33,14,57,35,130,0.028431272019963587,0.02843127201996957,0.9999999999997895
3499,Q544464,7453,P69,4,Q49116,1920,True,866,71,878,86,2126,1170,2216,0.01995147132169576,0.03890274314214464,0.5128551282051281
3500,Q192348,1913,P20,22,Q2634,510,False,5,4,3,3,11,4,4,0.06633940149625936,0.06633929279365688,1.0000016385854882
3501,Q192348,1913,P20,22,Q2634,510,True,26,18,2,19,73,16,135,0.06633940192522894,0.29550827423167847,0.22449253611497474
3502,Q84770,13454,P106,2,Q39631,725,False,8,4,9,5,10,11,13,0.17806588611477958,0.18502202643171806,0.9624037178108326
3503,Q84770,13454,P106,2,Q39631,725,True,249,90,231,144,297,481,2255,0.1780658859505287,0.25396102431399414,0.7011543855263803
3504,Q67635,12909,P106,2,Q1234713,1265,False,11,12,10,13,7,13,6,0.14763231197771587,0.1306860360749202,1.1296716650972616
3505,Q67635,12909,P106,2,Q1234713,1265,True,836,554,746,1028,521,1331,2145,0.14764303569837017,0.2224545364467774,0.6636998195525403
3506,Q196287,13074,P106,2,Q81096,309,False,1,1,1,1,1,1,1,0.6559139784946236,0.6559139784946236,1.0
3507,Q196287,13074,P106,2,Q81096,309,True,20,71,2,2,14,12,48,0.6559730694037146,0.7092308983025314,0.9249076301860456
3508,Q189665,7198,P27,3,Q34266,1001,False,1,1,1,1,1,1,1,0.6155878467635403,0.6155878467635403,1.0
3509,Q189665,7198,P27,3,Q34266,1001,True,1,1,1,1,1,1,12,0.6156443685026707,0.7429215496368039,0.8286801867621744
3510,Q112831,16067,P161,0,Q232840,16768,False,3751,1523,4204,6575,5470,984,1113,0.003990324214463843,0.0029925187032418953,1.3334333416666677
3511,Q112831,16067,P161,0,Q232840,16768,True,2059,1026,1848,3475,3263,683,535,0.003990274314214464,,
3512,Q439315,9700,P106,2,Q3282637,275,False,2,1,2,2,2,1,3,0.5211428571428571,0.5714285714285714,0.912
